;PID;county;state;area;poptotal;popdensity;popwhite;popblack;popamerindian;popasian;popother;percwhite;percblack;percamerindan;percasian;percother;popadults;perchsd;percollege;percprof;poppovertyknown;percpovertyknown;percbelowpoverty;percchildbelowpovert;percadultpoverty;percelderlypoverty;inmetro;category
146;706;LAGRANGE;IN;0.022;29477;133.986.364;29156;44;59;92;126;989.110.154;0.14926892;0.20015605;0.31210775;0.42745191;16100;566.521.739;111.118.012;346.583.851;28954;982.257.353;115.079.091;159.615.575;796.751.242;134.746.404;0;LAR
147;707;LAKE;IN;0.03;475594;158.531.333;334203;116688;865;2772;21066;70.270.651;245.352.128;0.18187782;0.58285008;442.940.828;298552;73.478.322;176.686.138;493.917.308;469774;987.762.672;138.051.489;215.110.371;110.934.323;995.578.032;1;AAU
148;708;LA PORTE;IN;0.036;107066;297.405.556;96286;9580;259;431;510;899.314.442;894.775.185;0.24190686;0.40255543;0.4763417;70102;739.080.197;171.792.531;487.860.546;100574;939.364.504;100.542.884;146.622.858;853.452.003;791.819.325;0;AAR
149;709;LAWRENCE;IN;0.027;42836;158.651.852;42536;109;88;77;26;992.996.545;0.25445887;0.20543468;0.17975535;0.06069661;28005;697.089.805;131.476.522;384.931.262;42152;984.032.123;972.195.863;125.923.191;786.502.438;112.748.803;0;AAR
150;710;MADISON;IN;0.026;130669;502.573.077;119734;9870;299;415;351;91.631.527;755.343.655;0.22882244;0.31759637;0.26861765;84886;734.502.745;16.401.998;507.268.572;125156;957.809.427;127.249.193;198.256.124;105.838.631;94.521.245;1;AAU
151;711;MARION;IN;0.023;797159;34.659.087;615039;169654;1698;7579;3189;771.538.677;212.823.289;0.21300644;0.95075136;0.40004566;511309;768.046.328;267.446.886;768.654.571;780649;97.928.895;12.058.044;181.554.118;976.327.509;107.259.641;1;AAU
152;712;MARSHALL;IN;0.026;42182;162.238.462;41508;76;72;151;375;984.021.621;0.18017164;0.17068892;0.35797259;0.88900479;26511;739.692.958;177.775.263;535.249.519;41497;983.760.846;754.512.374;99.233.426;589.902.569;881.351.121;0;AAR
153;713;MARTIN;IN;0.021;10369;493.761.905;10321;12;14;14;8;995.370.817;0.11572958;0.13501784;0.13501784;0.07715305;6625;644.075.472;135.396.226;338.113.208;10211;984.762.272;138.478.112;179.383.712;113.361.763;15.455.035;0;LAR
154;714;MIAMI;IN;0.024;36897;1.537.375;34784;1115;571;224;203;942.732.471;30.219.259;154.755.129;0.60709543;0.55018023;22509;764.272.069;144.075.703;388.733.396;35971;974.903.109;109.393.678;152.701.644;926.941.094;905.255.757;0;AAR
155;715;MONROE;IN;0.024;108978;4540.75;102752;2835;216;2713;462;942.869.203;260.144.249;0.19820514;248.949.329;0.42393878;57368;821.032.631;377.422.954;172.012.272;93693;859.742.333;194.390.189;143.463.367;229.989.983;95.751.634;1;HHU
156;716;MONTGOMERY;IN;0.03;34436;114.786.667;33971;201;68;138;58;98.649.669;0.58369149;0.19746777;0.40074341;0.16842839;22174;800.487.057;169.252.277;580.860.467;33157;962.858.636;939.771.391;118.232.951;765.231.519;112.698.928;0;HAR
157;717;MORGAN;IN;0.024;55920;2330;55635;9;137;91;48;994.903.433;0.01609442;0.24499285;0.16273247;0.08583691;35089;735.786.144;146.798.142;443.443.814;55262;98.823.319;667.728.276;836.697.487;518.163.722;953.302.374;1;ALU
158;718;NEWTON;IN;0.024;13551;564.625;13436;9;39;24;43;991.513.541;0.06641576;0.28780164;0.1771087;0.31731975;8567;724.407.611;121.746.236;318.664.643;13310;982.215.335;88.580.015;126.107.348;711.798.301;802.442.215;0;AAR
159;719;NOBLE;IN;0.025;37877;1515.08;37456;58;83;98;182;988.885.075;0.15312723;0.21913034;0.25873221;0.48050268;23151;720.832.793;126.387.629;35.592.415;37198;982.073.554;804.881.983;116.240.876;600.627.082;847.923.103;0;AAR
160;720;OHIO;IN;0.005;5315;1063;5255;41;8;9;2;988.711.195;0.77140169;0.1505174;0.16933208;0.03762935;3457;677.176.743;107.029.216;179.346.254;5271;991.721.543;988.427.243;862.688.713;858.398.107;159.609.121;1;LAU
161;721;ORANGE;IN;0.023;18409;800.391.304;18213;127;40;21;8;989.353.034;0.68987995;0.21728502;0.11407464;0.043457;11902;649.302.638;978.827.088;283.985.885;18103;983.377.696;153.455.228;19.423.275;127.880.658;167.800.454;0;LAR
162;722;OWEN;IN;0.023;17281;751.347.826;17167;44;46;18;6;99.340.316;0.25461489;0.2661883;0.10416064;0.03472021;11151;662.720.832;111.649.179;325.531.342;17046;98.640.125;135.515.663;179.775.281;111.626.436;144.039.735;0;LAR
163;723;PARKE;IN;0.027;15410;570.740.741;15222;118;42;16;12;98.780.013;0.76573653;0.27255029;0.10382868;0.07787151;10217;767.348.537;146.129.001;431.633.552;14849;963.595.068;121.961.075;130.620.985;103.266.992;159.411.012;0;AAR
164;724;PERRY;IN;0.022;19107;868.5;18819;210;32;32;14;98.492.699;109.907.364;0.16747789;0.16747789;0.07327158;12271;653.573.466;110.422.948;290.929.835;18163;950.594.023;116.225.293;141.656.417;928.652.322;145.016.797;0;LAR
165;725;PIKE;IN;0.02;12509;625.45;12469;3;16;19;2;996.802.302;0.02398273;0.12790791;0.15189064;0.01598849;8387;65.482.294;13.842.852;389.889.114;12357;987.848.749;132.637.372;198.807.157;105.921.723;126.115.166;0;LAR
166;726;PORTER;IN;0.026;128932;495.892.308;126329;454;243;944;962;979.811.063;0.3521236;0.18847144;0.7321689;0.74612974;79625;824.075.353;24.455.887;783.924.647;125118;970.418.515;611.662.591;748.438.387;548.997.025;597.111.701;1;HLU
167;727;POSEY;IN;0.025;25968;1038.72;25588;283;38;34;25;985.366.605;108.980.283;0.14633395;0.13093038;0.09627234;16513;762.974.626;172.106.825;459.032.278;25679;988.870.918;762.490.751;89.456.869;592.997.509;113.455.809;1;AAU
168;728;PULASKI;IN;0.026;12643;486.269.231;12509;65;21;20;28;98.940.125;0.51411848;0.16609982;0.1581903;0.22146642;7974;718.961.625;141.710.559;351.141.209;12467;986.079.253;108.285.875;136.955.919;891.951.838;114.992.151;0;AAR
169;729;PUTNAM;IN;0.029;30315;104.534.483;29196;826;77;154;62;96.308.758;272.472.373;0.25399967;0.50799934;0.20451921;18437;760.535.879;15.734.664;55.811.683;26072;860.036.286;827.324.333;107.356.154;672.192.811;937.950.938;0;AAR
170;730;RANDOLPH;IN;0.026;27148;104.415.385;26947;56;49;37;59;99.259.614;0.20627671;0.18049212;0.13628997;0.21732724;17694;718.548.661;126.200.972;453.826.156;26789;98.677.619;113.516.742;157.303.371;968.322.036;101.874.188;0;AAR
171;731;RIPLEY;IN;0.025;24616;984.64;24501;16;44;38;17;995.328.242;0.06499838;0.17874553;0.15437114;0.06906077;15331;688.148.196;135.281.456;399.191.181;24262;98.561.911;10.547.358;129.624.319;824.702.723;136.374.324;0;AAR
172;732;RUSH;IN;0.023;18129;788.217.391;17901;142;15;60;11;987.423.465;0.78327542;0.08274036;0.33096144;0.06067626;11404;735.882.147;128.463.697;389.337.075;17589;97.021.347;111.774.404;134.143.785;950.972.105;127.012.522;0;AAR
173;733;ST JOSEPH;IN;0.028;247052;882.328.571;216984;24190;846;2507;2525;878.292.829;979.146.091;0.34243803;101.476.612;102.205.204;154443;760.630.135;24.611.669;810.007.576;234575;949.496.462;965.490.781;138.132.517;819.188.249;814.209.511;1;AAU
174;734;SCOTT;IN;0.011;20991;190.827.273;20850;16;25;50;50;993.282.836;0.07622314;0.11909866;0.23819732;0.23819732;13060;59.992.343;105.895.865;327.718.224;20636;98.308.799;189.813.917;268.822.813;158.872.136;160.839.161;1;LHU
175;735;SHELBY;IN;0.024;40307;167.945.833;39743;330;67;142;25;986.007.393;0.81871635;0.16622423;0.35229613;0.06202397;25585;741.254.641;147.000.195;370.529.607;39745;986.057.012;723.109.825;941.501.612;543.236.263;982.587.065;1;ALU
176;736;SPENCER;IN;0.024;19490;812.083.333;19295;111;37;33;14;989.994.869;0.56952283;0.18984094;0.1693176;0.07183171;12509;719.242.146;141.338.236;444.479.974;19102;980.092.355;985.760.653;107.415.902;80.898.243;142.547.258;0;AAR
177;737;STARKE;IN;0.019;22747;119.721.053;22446;73;86;48;94;986.767.486;0.32092144;0.37807183;0.21101684;0.41324131;14260;599.158.485;100.140.252;300.841.515;22293;980.041.324;13.425.739;185.185.185;118.391.095;102.341.299;0;LAR
178;738;STEUBEN;IN;0.021;27446;130.695.238;27146;51;64;132;53;989.069.445;0.18581943;0.23318516;0.4809444;0.19310646;17256;789.986.092;186.080.204;544.738.062;26541;96.702.616;563.279.454;503.225.806;517.698.213;788.116.361;0;ALR
179;739;SULLIVAN;IN;0.027;18993;703.444.444;18905;15;39;15;19;995.366.714;0.07897647;0.20533881;0.07897647;0.10003686;12602;740.676.083;154.816.696;412.632.915;18678;983.414.942;125.120.463;154.133.002;967.541.222;156.844.106;0;AAR
180;740;SWITZERLAND;IN;0.013;7738;595.230.769;7695;15;16;10;2;994.443.009;0.19384854;0.20677178;0.12923236;0.02584647;5015;658.025.922;947.158.524;317.048.853;7589;980.744.378;152.193.965;203.518.783;11.365.332;184.300.341;0;LAR
181;741;TIPPECANOE;IN;0.03;130598;435.326.667;122013;2660;320;4821;784;934.263.924;203.678.464;0.24502672;369.148.073;0.60031547;69148;851.781.686;362.454.446;152.571.296;114062;873.382.441;143.816.521;105.675.147;171.884.131;786.494.538;1;HAU
182;742;TIPTON;IN;0.016;16119;10.074.375;15990;10;20;51;48;991.997.022;0.06203859;0.12407718;0.3163968;0.29778522;10511;770.335.839;154.219.389;487.108.743;15933;988.460.823;643.946.526;811.649.558;504.670.768;819.285.233;1;ALU
183;743;UNION;IN;0.01;6976;697.6;6915;20;15;21;5;991.255.734;0.28669725;0.21502294;0.30103211;0.07167431;4397;712.531.271;126.449.852;391.175.802;6836;979.931.193;947.922.762;115.527.292;766.578.249;119.592.875;0;AAR
184;744;VANDERBURGH;IN;0.013;165058;126.967.692;151216;12410;284;917;231;916.138.569;751.856.923;0.17206073;0.55556229;0.13995081;109217;752.044.096;217.585.174;647.426.683;160427;971.943.196;124.767.028;17.096.145;108.453.217;114.168.894;1;AAU
185;745;VERMILLION;IN;0.016;16773;10.483.125;16690;15;32;28;8;995.051.571;0.08942944;0.19078281;0.16693495;0.0476957;11163;720.594.822;122.726.866;352.951.715;16494;983.366.124;116.709.106;147.683.398;987.012.987;125.608.011;1;AAU
186;746;VIGO;IN;0.024;106107;4.421.125;98411;5916;297;1161;322;927.469.441;557.550.397;0.27990613;109.417.852;0.30346725;66140;759.842.758;227.230.118;87.526.459;97228;916.320.318;146.943.267;185.088.374;137.729.456;125.077.272;1;AAU
187;747;WABASH;IN;0.023;35069;152.473.913;34462;138;259;123;87;982.691.266;0.39350994;0.73854401;0.35073712;0.24808235;22008;743.865.867;160.805.162;498.455.107;33017;941.486.783;91.922.343;104.414.545;893.758.669;808.468.078;0;AAR
188;748;WARREN;IN;0.021;8176;389.333.333;8140;1;17;15;3;995.596.869;0.01223092;0.20792564;0.1834638;0.03669276;5403;716.083.657;13.399.963;303.535.073;8075;987.646.771;916.408.669;111.265.647;732.876.712;116.384.915;0;AAR
189;749;WARRICK;IN;0.023;44920;195.304.348;44274;371;83;157;35;985.618.878;0.82591273;0.18477293;0.34951024;0.0779163;28368;801.254.935;238.155.668;585.166.385;44151;982.880.677;658.195.737;866.166.853;520.934.196;8.198.136;1;HLU
190;750;WASHINGTON;IN;0.03;23717;790.566.667;23625;23;28;18;23;996.120.926;0.09697685;0.11805878;0.07589493;0.09697685;14989;661.685.236;108.145.974;288.211.355;23390;986.212.421;14.296.708;180.585.852;115.780.578;171.385.238;0;LAR
191;751;WAYNE;IN;0.024;71951;299.795.833;67532;3795;153;296;175;938.583.202;527.442.287;0.21264472;0.41139109;0.24322108;46603;712.443.405;155.891.252;513.486.256;69370;964.128.365;148.926.049;208.136.394;132.868.788;116.376.769;0;AAR
192;752;WELLS;IN;0.021;25948;123.561.905;25758;10;40;41;99;992.677.663;0.03853862;0.15415446;0.15800832;0.3815323;16396;790.009.758;185.655.038;558.672.847;25464;98.134.731;557.257.304;661.065.969;443.388.757;749.419.954;1;ALU
193;753;WHITE;IN;0.03;23265;775.5;23127;2;50;41;45;994.068.343;0.0085966;0.21491511;0.17623039;0.1934236;15292;778.773.215;165.838.347;516.609.992;22974;987.491.941;770.436.145;813.656.669;616.872.291;110.403.397;0;AAR
194;754;WHITLEY;IN;0.02;27651;1382.55;27473;29;73;37;39;99.356.262;0.10487867;0.26400492;0.13381071;0.14104372;17369;788.761.587;15.809.776;422.016.236;27251;985.533.977;522.549.631;612.323.492;390.956.194;795.652.174;1;ALU
195;1197;ALCONA;MI;0.041;10145;247.439.024;10026;27;56;26;10;988.270.084;0.26614096;0.55199606;0.25628388;0.09857072;7368;68.553.203;141.150.923;324.375.679;10040;989.650.074;17.250.996;272.045.028;166.173.986;115.069.357;0;AAR
196;1198;ALGER;MI;0.051;8972;175.921.569;8422;213;304;24;9;938.698.172;237.405.261;338.831.922;0.26749889;0.10031208;6009;730.237.976;162.755.866;382.759.195;8452;942.041.908;144.817.795;192.080.109;123.091.161;139.679.255;0;AAR
197;1199;ALLEGAN;MI;0.049;90509;184.712.245;86760;1448;543;411;1347;958.578.705;15.998.409;0.59994034;0.45409849;148.824.979;55740;744.384.643;180.660.208;403.659.849;88882;982.023.887;949.798.609;118.957.846;793.385.737;104.949.449;1;AAU
198;1200;ALPENA;MI;0.034;30605;900.147.059;30372;35;93;85;20;992.386.865;0.1143604;0.30387192;0.2777324;0.0653488;20165;73.597.818;189.337.962;423.010.166;30329;990.981.866;134.755.515;170.423.241;121.669.518;122.930.256;0;AAR
199;1201;ANTRIM;MI;0.031;18185;586.612.903;17895;23;211;24;32;984.052.791;0.12647787;116.029.695;0.1319769;0.17596921;12185;763.807.961;19.039.803;501.436.192;17942;986.637.338;132.148.033;187.581.416;120.375.423;968.128.445;0;AAR
200;1202;ARENAC;MI;0.021;14931;711;14695;10;139;38;49;984.193.959;0.06697475;0.93094903;0.25450405;0.32817628;9782;653.956.246;118.278.471;258.638.315;14664;982.117.742;206.492.089;289.513.678;182.323.366;160.544.649;0;LHR
201;1203;BARAGA;MI;0.054;7954;147.296.296;6971;49;918;10;6;876.414.383;0.61604224;115.413.628;0.12572291;0.07543374;5166;704.800.619;145.760.743;336.817.654;7700;968.066.382;168.181.818;223.873.442;142.559.291;158.131.683;0;AAR
202;1204;BARRY;MI;0.034;50057;147.226.471;49429;104;188;144;192;987.454.302;0.20776315;0.37557185;0.28767205;0.38356274;31892;782.641.415;172.519.754;386.303.775;49091;980.702;907.498.319;116.531.558;800.437.796;827.717.737;0;AAR
203;1205;BAY;MI;0.026;111723;429.703.846;107747;1242;726;428;1580;964.411.983;111.167.799;0.64982143;0.38309032;141.421.193;71684;739.872.217;182.258.245;366.190.503;110453;9.886.326;125.302.165;175.860.997;109.708.597;998.930.263;1;AAU
204;1206;BENZIE;MI;0.02;12200;610;11863;30;237;35;35;972.377.049;0.24590164;194.262.295;0.28688525;0.28688525;8333;766.470.659;214.208.568;468.018.721;12077;989.918.033;128.591.538;186.411.745;113.047.574;103.274.559;0;AAR
205;1207;BERRIEN;MI;0.033;161378;489.024.242;133259;24872;685;1487;1075;825.756.919;154.122.619;0.42446926;0.92143911;0.66613789;102485;747.270.332;23.742.011;630.140.996;158312;981.001.128;147.057.709;22.975.087;11.852.965;109.998.965;1;AAU
206;1208;BRANCH;MI;0.029;41502;143.110.345;40278;705;221;156;142;970.507.445;169.871.332;0.53250446;0.3758855;0.34215219;26446;737.880.965;16.066.702;351.281.857;39759;958.002.024;140.848.613;208.565.121;116.031.599;10.717.385;0;AAR
207;1209;CALHOUN;MI;0.042;135982;323.766.667;118737;14383;696;1068;1098;873.181.745;105.771.352;0.51183245;0.78539807;0.80745981;86623;768.387.149;214.885.192;476.778.685;131766;968.995.897;142.920.025;213.346.103;12.370.767;957.053.103;1;AAU
208;1210;CASS;MI;0.03;49477;164.923.333;44827;3725;469;191;265;906.016.937;752.875.073;0.94791519;0.38603796;0.5356024;31841;722.778.807;158.443.516;342.639.992;48946;989.267.741;118.824.827;177.992.278;957.841.732;102.969.621;0;AAR
209;1211;CHARLEVOIX;MI;0.022;21468;975.818.182;20993;17;378;41;39;977.874.045;0.07918763;17.607.602;0.19098193;0.18166574;13963;796.963.403;226.527.251;506.338.179;21250;989.845.351;103.952.941;138.431.922;811.281.337;120.059.289;0;AAR
210;1212;CHEBOYGAN;MI;0.048;21398;445.791.667;20837;15;478;57;11;973.782.597;0.07010001;223.385.363;0.26638004;0.05140667;14207;735.412.121;146.477.089;301.259.942;21097;985.933.265;155.614.542;21.159.054;133.028.806;141.585.593;0;AAR
